hb,cancer_site_icd10code,cancer_site,sex,sex_qf,year,incidences_all_ages,crude_rate,crude_rate_lower95pc_confidence_interval,crude_rate_upper95pc_confidence_interval,easr,easr_lower95pc_confidence_interval,easr_lower95pc_confidence_interval_qf,easr_upper95pc_confidence_interval,easr_upper95pc_confidence_interval_qf,wasr,wasr_lower95pc_confidence_interval,wasr_lower95pc_confidence_interval_qf,wasr_upper95pc_confidence_interval,wasr_upper95pc_confidence_interval_qf,standardised_incidence_ratio,sir_lower95pc_confidence_interval,sir_upper95pc_confidence_interval,hb_name,country
S08000016,C67,Bladder,Male,NA,2004,14,26.47253475,14.47278108,44.41641509,28.09434053,NA,z,NA,z,10.72386101,NA,z,NA,z,95.60609194,52.26874012,160.4107769,Borders,S92000003
S08000016,C67,Bladder,Male,NA,2005,10,18.75926239,8.995795479,34.49895144,25.45107189,NA,z,NA,z,7.84744996,NA,z,NA,z,77.99431427,37.4013053,143.4343209,Borders,S92000003
S08000016,C67,Bladder,Male,NA,2006,10,18.63030032,8.933953156,34.26178561,20.20943122,NA,z,NA,z,7.662895056,NA,z,NA,z,76.09083289,36.48851199,139.9337508,Borders,S92000003
S08000016,C67,Bladder,Male,NA,2007,14,25.75660013,14.08137297,43.21519846,26.59487745,NA,z,NA,z,10.4259754,NA,z,NA,z,101.9215704,55.72147098,171.0070767,Borders,S92000003
S08000016,C67,Bladder,Male,NA,2008,11,20.0535978,10.01068377,35.88142584,19.89646573,NA,z,NA,z,8.517831996,NA,z,NA,z,81.67230441,40.7705201,146.1343128,Borders,S92000003
S08000016,C67,Bladder,Male,NA,2009,14,25.4958023,13.93879237,42.77762401,26.28616179,NA,z,NA,z,9.553113866,NA,z,NA,z,104.7209057,57.25189364,175.7038857,Borders,S92000003
S08000016,C67,Bladder,Male,NA,2010,20,36.40533702,22.23732564,56.22509038,38.23970628,22.70808917,NA,57.75268779,NA,13.9413019,8.264883867,NA,21.07753471,NA,130.6078227,79.77865122,201.7131893,Borders,S92000003
S08000016,C67,Bladder,Male,NA,2011,23,41.67044116,26.41548517,62.52612174,40.19049688,25.3840268,NA,58.34423311,NA,14.39116227,8.650739996,NA,21.56876302,NA,151.2894446,95.90453013,227.0084493,Borders,S92000003
S08000016,C67,Bladder,Male,NA,2012,8,14.49721835,6.2588699,28.56529949,14.92141756,NA,z,NA,z,5.315752898,NA,z,NA,z,50.75981292,21.91448439,100.017067,Borders,S92000003
S08000016,C67,Bladder,Male,NA,2013,16,28.92733814,16.53447317,46.97618484,28.27208191,NA,z,NA,z,8.682477538,NA,z,NA,z,104.8832343,59.94983068,170.3238016,Borders,S92000003
S08000016,C67,Bladder,Male,NA,2014,11,19.88466892,9.926355081,35.57916541,20.00598818,NA,z,NA,z,5.680672954,NA,z,NA,z,71.32065026,35.60301164,127.6123441,Borders,S92000003
S08000016,C67,Bladder,Male,NA,2015,18,32.56562879,19.30045552,51.46773337,30.68633775,NA,z,NA,z,10.00912674,NA,z,NA,z,115.5140888,68.46096992,182.5620614,Borders,S92000003
S08000016,C67,Bladder,Male,NA,2016,12,21.61539016,11.16898751,37.7577366,21.16707517,NA,z,NA,z,5.894359792,NA,z,NA,z,73.69634844,38.07997865,128.7326896,Borders,S92000003
S08000016,C67,Bladder,Male,NA,2017,15,26.88702074,15.0484614,44.34605186,25.08865099,NA,z,NA,z,9.306075356,NA,z,NA,z,94.44568864,52.86053498,155.7738006,Borders,S92000003
S08000016,C67,Bladder,Female,NA,1993,17,31.03718986,18.08030685,49.69354758,29.75245066,NA,z,NA,z,13.83401231,NA,z,NA,z,168.0999246,97.92440076,269.1442634,Borders,S92000003
S08000016,C67,Bladder,Female,NA,1994,12,21.84240703,11.28629045,38.15428939,21.06546145,NA,z,NA,z,10.24801476,NA,z,NA,z,116.223142,60.05419345,203.0184397,Borders,S92000003
S08000016,C67,Bladder,Female,NA,1995,10,18.13894431,8.698328852,33.35816442,17.36643126,NA,z,NA,z,8.160082008,NA,z,NA,z,90.33145709,43.31744482,166.1227658,Borders,S92000003
S08000016,C67,Bladder,Female,NA,1996,10,18.16530427,8.710969475,33.40664131,15.96563982,NA,z,NA,z,4.335578336,NA,z,NA,z,89.86143883,43.0920528,165.2583855,Borders,S92000003
S08000016,C67,Bladder,Female,NA,1997,12,21.78886589,11.25862496,38.06076379,20.39887519,NA,z,NA,z,9.167555649,NA,z,NA,z,127.8141948,66.04345955,223.2656761,Borders,S92000003
S08000016,C67,Bladder,Female,NA,1998,3,5.445041382,1.122898437,15.91272156,4.618091574,NA,z,NA,z,1.295990621,NA,z,NA,z,40.62915541,8.37870861,118.7356334,Borders,S92000003
S08000016,C67,Bladder,Female,NA,1999,12,21.86429561,11.29760059,38.19252432,19.33976685,NA,z,NA,z,7.286903816,NA,z,NA,z,200.9890244,103.8539618,351.0873773,Borders,S92000003
S08000016,C67,Bladder,Female,NA,2000,8,14.5069452,6.263069265,28.58446527,13.447406580000001,NA,z,NA,z,4.242766128,NA,z,NA,z,136.9079746,59.10714599,269.7632887,Borders,S92000003
S08000016,C67,Bladder,Female,NA,2001,6,10.81412324,3.968592638,23.5377936,9.826069615,NA,z,NA,z,3.327742252,NA,z,NA,z,86.82412032,31.86292193,188.9795573,Borders,S92000003
S08000016,C67,Bladder,Female,NA,2002,5,8.983757367,2.917001563,20.96509285,8.776471148,NA,z,NA,z,3.021930293,NA,z,NA,z,81.64881142,26.51114682,190.5410891,Borders,S92000003
S08000016,C67,Bladder,Female,NA,2003,6,10.69480589,3.924805272,23.27808995,8.939233245,NA,z,NA,z,2.899230967,NA,z,NA,z,95.03668457,34.87678827,206.8548522,Borders,S92000003
S08000016,C67,Bladder,Female,NA,2004,4,7.070260716,1.926408084,18.10267552,6.653063974,NA,z,NA,z,3.451621191,NA,z,NA,z,60.22137787,16.40829862,154.1906454,Borders,S92000003
S08000016,C67,Bladder,Female,NA,2005,7,12.29299475,4.942421459,25.3282675,11.48302633,NA,z,NA,z,3.514157166,NA,z,NA,z,108.6885034,43.69841545,223.9398572,Borders,S92000003
S08000016,C67,Bladder,Female,NA,2006,5,8.743704533,2.839057062,20.40488962,7.779418641,NA,z,NA,z,3.627440289,NA,z,NA,z,84.94114806,27.58015957,198.2243045,Borders,S92000003
S08000016,C67,Bladder,Female,NA,2007,6,10.37254732,3.806542058,22.57666872,9.544075531,NA,z,NA,z,3.039327255,NA,z,NA,z,99.31792138,36.44792673,216.1733024,Borders,S92000003
S08000016,C67,Bladder,Female,NA,2008,4,6.83678876,1.862794834,17.50489459,6.129209699,NA,z,NA,z,2.345519202,NA,z,NA,z,58.17837945,15.85165031,148.959758,Borders,S92000003
S08000016,C67,Bladder,Female,NA,2009,4,6.816748752,1.857334606,17.4535842,4.996845144,NA,z,NA,z,1.06471253,NA,z,NA,z,58.3922887,15.90993338,149.5074507,Borders,S92000003
S08000016,C67,Bladder,Female,NA,2010,7,11.91428523,4.79016059,24.54798114,10.16190808,NA,z,NA,z,3.092967897,NA,z,NA,z,115.2247784,46.32633698,237.4070817,Borders,S92000003
S08000016,C67,Bladder,Female,NA,2011,5,8.520064752,2.766441834,19.88298897,7.690520426,NA,z,NA,z,3.319880839,NA,z,NA,z,78.05671678,25.34480347,182.1583385,Borders,S92000003
S08000016,C67,Bladder,Female,NA,2012,9,15.37489109,7.030379243,29.18633249,13.18175979,NA,z,NA,z,3.705984116,NA,z,NA,z,125.3590041,57.32211922,237.9704384,Borders,S92000003
S08000016,C67,Bladder,Female,NA,2013,9,15.36649081,7.026538096,29.17038613,12.64355256,NA,z,NA,z,4.050872067,NA,z,NA,z,133.8324953,61.19673897,254.0557642,Borders,S92000003
S08000016,C67,Bladder,Female,NA,2014,3,5.108904821,1.053578997,14.93038788,4.061675801,NA,z,NA,z,1.112133481,NA,z,NA,z,40.01338206,8.25172134,116.9360823,Borders,S92000003
S08000016,C67,Bladder,Female,NA,2015,4,6.807699508,1.854868992,17.43041455,5.2729614400000004,NA,z,NA,z,1.550320399,NA,z,NA,z,55.94096836,15.2420311,143.231097,Borders,S92000003
S08000016,C67,Bladder,Female,NA,2016,7,11.86159216,4.768975246,24.43941329,9.340568626,NA,z,NA,z,2.72149303,NA,z,NA,z,90.47692823,36.37641769,186.4170519,Borders,S92000003
S08000016,C67,Bladder,Female,NA,2017,6,10.12983066,3.717469321,22.04837673,7.762310561,NA,z,NA,z,2.768696365,NA,z,NA,z,92.03114601,33.77380859,200.3130601,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,All,d,1993,1,0.952018279,0.024103016,5.304306351,1.167385057,NA,z,NA,z,0.718390805,NA,z,NA,z,122.2619596,3.095404816,681.200039,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,All,d,1994,1,0.948316738,0.024009301,5.283682685,0.6592827,NA,z,NA,z,0.13185654,NA,z,NA,z,105.6058049,2.673707491,588.397885,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,All,d,1995,1,0.943930527,0.023898252,5.259244281,0.870528648,NA,z,NA,z,1.424501425,NA,z,NA,z,138.2504402,3.500198099,770.2821514,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,All,d,1996,1,0.944643869,0.023916312,5.263218771,0.963391137,NA,z,NA,z,0.642260758,NA,z,NA,z,101.4702284,2.569003758,565.3559272,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,All,d,1997,2,1.887504719,0.228585578,6.818316032,2.011982427,NA,z,NA,z,1.216845508,NA,z,NA,z,186.3354056,22.56608208,673.1075534,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,All,d,1998,1,0.943040362,0.023875715,5.254284601,1.104728237,NA,z,NA,z,0.441891295,NA,z,NA,z,100.7350279,2.550390094,561.2596525,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,All,d,1999,1,0.945090256,0.023927614,5.265705879,0.977603982,NA,z,NA,z,1.599715606,NA,z,NA,z,101.3523894,2.566020333,564.6993705,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,All,d,2000,1,0.941176471,0.023828525,5.243899662,1.004016064,NA,z,NA,z,1.642935378,NA,z,NA,z,109.058345,2.761118238,607.6342073,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,All,d,2001,1,0.935016363,0.023672565,5.209577738,0.972074938,NA,z,NA,z,1.590668081,NA,z,NA,z,146.8862032,3.718836687,818.397543,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,All,d,2002,1,0.929973031,0.023544879,5.181478091,0.926170945,NA,z,NA,z,0.661550675,NA,z,NA,z,105.4480662,2.669713892,587.519021,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,All,d,2003,2,1.84501845,0.223440294,6.664841022,1.735466637,NA,z,NA,z,2.198746663,NA,z,NA,z,231.4310291,28.0273713,836.008451,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,All,d,2004,0,0,0,2.736828315,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,All,d,2005,0,0,0,2.717217482,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,All,d,2006,0,0,0,2.702266168,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,All,d,2007,2,1.782531194,0.215872797,6.439115568,1.924150718,NA,z,NA,z,1.528920336,NA,z,NA,z,215.8662993,26.14241031,779.7832952,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,All,d,2008,1,0.882145378,0.022333987,4.914999463,0.861798809,NA,z,NA,z,1.410216233,NA,z,NA,z,100.299734,2.539369408,558.8343503,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,All,d,2009,2,1.760718373,0.213231163,6.360320158,2.205281913,NA,z,NA,z,1.975107269,NA,z,NA,z,167.1972388,20.2483613,603.9739147,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,All,d,2010,0,0,0,2.63500068,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,All,d,2011,3,2.634351949,0.543266704,7.698694301,2.372044156,NA,z,NA,z,1.178438788,NA,z,NA,z,244.3237787,50.38543695,714.0177618,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,All,d,2012,0,0,0,2.634305552,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,All,d,2013,2,1.756234633,0.212688162,6.344123347,1.496717435,NA,z,NA,z,1.145173839,NA,z,NA,z,157.6187535,19.08836228,569.3731322,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,All,d,2014,0,0,0,2.626913604,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,All,d,2015,1,0.876962203,0.022202761,4.886120662,0.755450032,NA,z,NA,z,0.539607166,NA,z,NA,z,87.98373148,2.227555219,490.213976,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,All,d,2016,1,0.873133677,0.022105831,4.86478948,0.733291431,NA,z,NA,z,0.523779594,NA,z,NA,z,93.09166018,2.356876777,518.6735332,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,All,d,2017,1,0.869414015,0.022011657,4.84406485,0.595710882,NA,z,NA,z,0.124688279,NA,z,NA,z,112.8944496,2.858239997,629.007614,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,Male,NA,1993,1,1.989376728,0.050366658,11.0840977,2.334770115,NA,z,NA,z,1.436781609,NA,z,NA,z,219.4204201,5.555244065,1222.532334,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,Male,NA,1994,0,0,0,5.930851247,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,Male,NA,1995,0,0,0,5.895950155,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,Male,NA,1996,0,0,0,5.895950155,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,Male,NA,1997,2,3.930354125,0.475984119,14.19779049,4.023964855,NA,z,NA,z,2.433691015,NA,z,NA,z,338.6382754,41.01066619,1223.277886,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,Male,NA,1998,1,1.962939698,0.04969733,10.9368,2.209456474,NA,z,NA,z,0.883782589,NA,z,NA,z,167.0571325,4.229520404,930.7827683,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,Male,NA,1999,0,0,0,5.882520272,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,Male,NA,2000,1,1.956793989,0.049541734,10.90255829,2.008032129,NA,z,NA,z,3.285870756,NA,z,NA,z,187.2419295,4.740555217,1043.245259,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,Male,NA,2001,1,1.942992597,0.049192313,10.82566186,1.944149876,NA,z,NA,z,3.181336161,NA,z,NA,z,259.8590928,6.579062615,1447.842197,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,Male,NA,2002,1,1.927748005,0.048806354,10.74072443,1.852341889,NA,z,NA,z,1.32310135,NA,z,NA,z,165.9490131,4.201465249,924.6087222,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,Male,NA,2003,2,3.824238021,0.463132966,13.81446263,3.470933274,NA,z,NA,z,4.397493326,NA,z,NA,z,476.7421683,57.73568832,1722.156632,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,Male,NA,2004,0,0,0,5.664616193,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,Male,NA,2005,0,0,0,5.619772776,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,Male,NA,2006,0,0,0,5.581139194,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,Male,NA,2007,1,1.839757152,0.046578618,10.25047078,1.606922126,NA,z,NA,z,0.988875155,NA,z,NA,z,198.0979798,5.015406616,1103.7313,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,Male,NA,2008,1,1.823054345,0.04615574,10.15740869,1.723597618,NA,z,NA,z,2.820432466,NA,z,NA,z,175.4959044,4.44317161,977.8005959,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,Male,NA,2009,1,1.821128736,0.046106988,10.14667988,2.574257426,NA,z,NA,z,2.376237624,NA,z,NA,z,138.2288781,3.499652195,770.1620153,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,Male,NA,2010,0,0,0,5.453032152,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,Male,NA,2011,2,3.623516623,0.438824674,13.08938793,3.157290471,NA,z,NA,z,1.722158439,NA,z,NA,z,304.4387405,36.86894385,1099.737407,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,Male,NA,2012,0,0,0,5.42872311,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,Male,NA,2013,1,1.807958634,0.04577355,10.07330077,1.547303271,NA,z,NA,z,1.326259947,NA,z,NA,z,132.0714098,3.343758594,735.8547976,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,Male,NA,2014,0,0,0,5.415376767,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,Male,NA,2015,1,1.809201599,0.045805019,10.08022613,1.510900065,NA,z,NA,z,1.079214332,NA,z,NA,z,118.4159255,2.998031663,659.7713086,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,Male,NA,2016,0,0,0,5.396160158,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,Male,NA,2017,0,0,0,5.369754384,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,Female,NA,1993,0,0,0,5.46935949,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,Female,NA,1994,1,1.820200586,0.046083489,10.14150857,1.318565401,NA,z,NA,z,0.26371308,NA,z,NA,z,231.9291612,5.87193797,1292.226578,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,Female,NA,1995,1,1.813894431,0.045923831,10.10637292,1.741057297,NA,z,NA,z,2.849002849,NA,z,NA,z,233.1963827,5.904021239,1299.287084,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,Female,NA,1996,1,1.816530427,0.045990569,10.12105975,1.926782274,NA,z,NA,z,1.284521516,NA,z,NA,z,235.4282033,5.960526045,1311.721993,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,Female,NA,1997,0,0,0,5.439467396,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,Female,NA,1998,0,0,0,5.4372954,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,Female,NA,1999,1,1.822024634,0.04612967,10.15167151,1.955207963,NA,z,NA,z,3.199431212,NA,z,NA,z,229.0817405,5.79984752,1276.361766,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,Female,NA,2000,0,0,0,5.432365491,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,Female,NA,2001,0,0,0,5.399369669,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,Female,NA,2002,0,0,0,5.382586376,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,Female,NA,2003,0,0,0,5.33979586,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,Female,NA,2004,0,0,0,5.295152052,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,Female,NA,2005,0,0,0,5.260931587,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,Female,NA,2006,0,0,0,5.238759572,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,Female,NA,2007,1,1.728757887,0.04376836,9.632022458,2.24137931,NA,z,NA,z,2.068965517,NA,z,NA,z,237.1361301,6.003767007,1321.237952,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,Female,NA,2008,0,0,0,5.120297184,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,Female,NA,2009,1,1.704187188,0.043146284,9.495123283,1.836306401,NA,z,NA,z,1.573976915,NA,z,NA,z,211.5264259,5.355385435,1178.549813,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,Female,NA,2010,0,0,0,5.098858396,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,Female,NA,2011,1,1.70401295,0.043141873,9.494152494,1.586797842,NA,z,NA,z,0.634719137,NA,z,NA,z,175.1521357,4.434468139,975.8852391,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,Female,NA,2012,0,0,0,5.11767305,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,Female,NA,2013,1,1.707387867,0.043227318,9.512956327,1.446131598,NA,z,NA,z,0.964087732,NA,z,NA,z,195.419981,4.947605555,1088.810446,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,Female,NA,2014,0,0,0,5.101637018,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,Female,NA,2015,0,0,0,5.098511281,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,Female,NA,2016,1,1.694513166,0.042901359,9.441223084,1.466582862,NA,z,NA,z,1.047559187,NA,z,NA,z,227.4721457,5.759096108,1267.393677,Borders,S92000003
S08000016,C40-C41,Bone and articular cartilage,Female,NA,2017,1,1.68830511,0.042744185,9.406634011,1.191421763,NA,z,NA,z,0.249376559,NA,z,NA,z,251.97885110000001,6.379552169,1403.936301,Borders,S92000003
